pid,title,body,tag,name,image,members,summary/goal,introduction,start_time,how_to_join,Community_Activities,key_contributors,token_name,token_link,token_holders,treasury,AUM,voting,forum,website,twitter,discord,wiki
125,QuestBook,it is building the worlds firs University Dao. One where learning is always free.,"Education,Web3",QuestBook,questbook.jpg,3712,It’s a decentralized university where learning is always free。People can learn to code in web3,it is building the worlds firs University Dao. One where learning is always free.,Aug-20,-,low,madhavanmalolan.eth(@madhavanmalolan),--,--,--,--,--,--,--,https://questbook.app/,https://twitter.com/questbookapp?s=11,https://discord.com/invite/tWg7Mb7KM7,--
126,Ready Player DAO,"Gaming was once a way of life, now it’s also a way to make a living. Play-to-earn (P2E) is revolutionizing the power structure, opening economic advancement opportunities through collaborative, positive-sum organizations governed by their members.The future is decentralized, permissionless, unstoppable and this time, the players are in charge. 
Ready Player DAO
Formed by a gang of gaming nerds and metaverse explorers, Ready Player DAO is a decentralized autonomous organization committed to harnessing the collective power of play to create equity for all. Their mission is to put the community on equal footing with the studios by making P2E the dominant model of gaming.Everyone can profit by playing together.They main focus on activities like:
investment into gaming economies via asset acquisition, strategic partnerships, and development of guilds
Building out toolsets and processes needed in the P2E and DAO ecosystem
Empowering virtual and physical communities through the combination of our scholarship program with real-world partnerships
Grow the play-to-earn eSports scene through nurturing top-talent from our scholars
The DAO has raised over 1000 ETH. Founding member Rich Cabrera has merged his Ready Scholar School into RPD, bringing hundreds of Axie scholars under the new DAO umbrella.Now they have more than 2k+ scholars.","Game,metaverse",Ready Player DAO,readyplayer.jpg,9005,"Ready Player DAO aims to bring together members who are interested in supporting the growing digital gaming ecosystem. Ready Player DAO will have up to 29 initial members, who will pool their capital to make investments. Each member can purchase 5,000 Ready Player DAO units for 35.712 ETH (up to 200,000 units for 1,428.48 ETH).","Gaming was once a way of life, now it’s also a way to make a living. Play-to-earn (P2E) is revolutionizing the power structure, opening economic advancement opportunities through collaborative, positive-sum organizations governed by their members.The future is decentralized, permissionless, unstoppable and this time, the players are in charge. 
Ready Player DAO
Formed by a gang of gaming nerds and metaverse explorers, Ready Player DAO is a decentralized autonomous organization committed to harnessing the collective power of play to create equity for all. Their mission is to put the community on equal footing with the studios by making P2E the dominant model of gaming.Everyone can profit by playing together.They main focus on activities like:
investment into gaming economies via asset acquisition, strategic partnerships, and development of guilds
Building out toolsets and processes needed in the P2E and DAO ecosystem
Empowering virtual and physical communities through the combination of our scholarship program with real-world partnerships
Grow the play-to-earn eSports scene through nurturing top-talent from our scholars
The DAO has raised over 1000 ETH. Founding member Rich Cabrera has merged his Ready Scholar School into RPD, bringing hundreds of Axie scholars under the new DAO umbrella.Now they have more than 2k+ scholars.",Aug-21,"1.kyc firsly.https://kyc.readyplayerdao.xyz/verify-start
2.
Put your preferred ETH address below and the amount of ETH you'd like to contribute to Ready Player DAO. Once you fill this out, you will be fully onboarded and sent information on the Ready Player DAO weekly call and Discord community.",high,richcabrera.eth(@ReadyPlayerRich),--,--,--,--,--,--,--,https://readyplayerdao.xyz/,https://twitter.com/ReadyPlayerDAO,https://discord.com/invite/3JQs8Jx6yH,—
127,realdao,RealDAO is a series Ricardian LLC that owns real property interest using NFT linked to documents and descrip of terms. It will bring real world assets to DAOc smart contracts and engineer methods for management and digital governance,RealEstate,realdao,realdao.jpg,1781,"Realdao comes from lexdao, which is mostly composed of legal experts. Realdao wants to put real-world real estate on the blockchain and operate it through dao.",RealDAO is a series Ricardian LLC that owns real property interest using NFT linked to documents and descrip of terms. It will bring real world assets to DAOc smart contracts and engineer methods for management and digital governance,May-21,-,mediam,lex_dao;moleart,--,--,--,--,--,--,--,--,https://twitter.com/RealDAO1,https://discord.com/invite/M4jxXmk,—
128,reToken,"They are a real estate tokenization decentralized autonomous organization. In a world increasingly impacted by technology, real estate processes will also have to change. Tokenized real estate using blockchain technology makes it easy to have fractional ownership in properties you would not have been able to easily invest in before. Global investors can grow their portfolio of high-quality assets in a decentralized manner. The organization facilitates that process with decentralized governance.
they seek to become the premiere online community where aspiring and established real estate people gather to learn and deploy real estate tokenization.",RealEstate,reToken,retoken.jpg,266,Retoken DAO LLC is a dao that hopes to tokenize real estate. Registered on July 26.They build passive income with real estate for everyone.,"They are a real estate tokenization decentralized autonomous organization. In a world increasingly impacted by technology, real estate processes will also have to change. Tokenized real estate using blockchain technology makes it easy to have fractional ownership in properties you would not have been able to easily invest in before. Global investors can grow their portfolio of high-quality assets in a decentralized manner. The organization facilitates that process with decentralized governance.
they seek to become the premiere online community where aspiring and established real estate people gather to learn and deploy real estate tokenization.",Jul-21,https://docs.retoken.info/dao/tools/discord/bots/collab-land,low,yonks.eth（@yonks）,$retoken,https://polygonscan.com/token/0x48FBAA61DE702becB9b4AC0c6aFe3F9abcaFF914,46,--,--,https://snapshot.org/#/retokendao.eth/proposal/QmdJUQkW6dNWfuT5BZbx1qWzopgbpEFom1xaVsVCQCT7UD,--,--,https://twitter.com/retokendao,https://discord.com/invite/hu93QMMcWS,—
129,RibonDAO,"Ribon is a decentralized donation platform that allows donors to become promoters and, by doing so,
champion the giving culture to encourage others to join them. In that way, it is possible to increase
donations to charities, increase the culture of giving in the world and make people happier. The
platform is governed in a decentralized way by the community, and this white paper is a
reader-friendly description of the Ribon protocol, which is built on Matic/Polygon, a layer 2 in
Ethereum.","Social impact,grants",RibonDAO,ribon.jpg,1785,+40000 active users donation platform awarded by gatesfoundation.They want to become the dao that change the charity market,"Ribon is a decentralized donation platform that allows donors to become promoters and, by doing so,
champion the giving culture to encourage others to join them. In that way, it is possible to increase
donations to charities, increase the culture of giving in the world and make people happier. The
platform is governed in a decentralized way by the community, and this white paper is a
reader-friendly description of the Ribon protocol, which is built on Matic/Polygon, a layer 2 in
Ethereum.",Jun-21,--,high,Rafael Rodeiro(@rafaelrodeiro),--,--,--,--,--,--,--,https://ribon.io/en/,https://ribon.io/community/,https://discord.com/invite/S75dcQe2da,--
130,scribeDAO,"ScribeDAO aims to lower the barrier of entry towards crypto by making the information flowing in the crypto world digestible.

ScribeDAO is made of 2 kinds of people: Knowledge Seekers and Scribes. Knowledge Seekers seek syntheses of information that they want to digest, while Scribes dig deeper into crypto through these summary assignments. 

Knowledge Seekers seems better off than the Scribes, but Scribes will gain knowledge, reputation (since content generation is the resume of crypto), and eventually compensation (currently exploring Gitcoin quadratic voting)","Media.education,research",scribeDAO,scribedao.jpg,Around 1500,Curating and simplifying the endless stream of crypto content.,"ScribeDAO aims to lower the barrier of entry towards crypto by making the information flowing in the crypto world digestible.

ScribeDAO is made of 2 kinds of people: Knowledge Seekers and Scribes. Knowledge Seekers seek syntheses of information that they want to digest, while Scribes dig deeper into crypto through these summary assignments. 

Knowledge Seekers seems better off than the Scribes, but Scribes will gain knowledge, reputation (since content generation is the resume of crypto), and eventually compensation (currently exploring Gitcoin quadratic voting)",2021.08,"Join the discord, read the introduction, choose a role.",Medium,"sirah#9861, MikeImp.eth#4672",,,,,,,,https://scribedao.com/,https://twitter.com/scribeDAO,https://discord.gg/AqfFxyGwN9,https://www.notion.so/scribedao/ScribeDAO-c509ec491218411d8b2921f6bda53f43
131,SeedClub,"Seed Club provides mentorship, thought leadership and programming to help communities bring the future value of their collaboration, creativity and connection into the present and turn their social capital into digital assets.

Seed Club is devoted to helping creators and communities navigate the weird and wild world of tokens, crypto, and web3.

Seed Club is constituted by mClub (Recruit, back, and support creators onto the Mirror platform), Accelerator (learn and build alongside other community leaders), Vibe Squad (creates and promotes fun, culture, welcoming and grounding in the Seed Club Discord), and lastly Contributors (for those in Discord who wants to be more actively involved)","Creative,grants,venture,web3,social&club",SeedClub,seed club.jpg,Around 9000,"Seed Club is a DAO that builds, supports and invests in tokenized communities. ","Seed Club provides mentorship, thought leadership and programming to help communities bring the future value of their collaboration, creativity and connection into the present and turn their social capital into digital assets.

Seed Club is devoted to helping creators and communities navigate the weird and wild world of tokens, crypto, and web3.

Seed Club is constituted by mClub (Recruit, back, and support creators onto the Mirror platform), Accelerator (learn and build alongside other community leaders), Vibe Squad (creates and promotes fun, culture, welcoming and grounding in the Seed Club Discord), and lastly Contributors (for those in Discord who wants to be more actively involved)",2020.08,Join the Discord server,High,enicole#6926,,,,,,,,https://seedclub.xyz/,https://twitter.com/seedclubhq,https://discord.gg/9Sf2TD7zae,https://seedclub.notion.site/Seed-Club-Start-Here-b6f41decca25404dbc24e70dcb34dd2c
132,songcamp,"Songcamp runs month-long projects called camps, which are consisted of songwriting activities and web3 hackathon. Each camp will have artists, songwriters, producers, hackers collaborate on delivering music, visual art, and NFT out of the camp. After the songs are created, there would be a group of project operatives executing web3 projects for the musics. Also there will be auctions for the musics.

During each camp, there will be small experiments carried out on Monday's Heartbeat Calls. Apart from these set activities, there are also week-long minicamps intending to let competitors have a chance to win a coveted web3 placement.","Music,NFT",songcamp,songcamp.jpg,Around 2000,"A web3 laboratory intending to experiment how the music meets with web3, and build accessible and valuable places for musicians to connect","Songcamp runs month-long projects called camps, which are consisted of songwriting activities and web3 hackathon. Each camp will have artists, songwriters, producers, hackers collaborate on delivering music, visual art, and NFT out of the camp. After the songs are created, there would be a group of project operatives executing web3 projects for the musics. Also there will be auctions for the musics.

During each camp, there will be small experiments carried out on Monday's Heartbeat Calls. Apart from these set activities, there are also week-long minicamps intending to let competitors have a chance to win a coveted web3 placement.",2021.04,"Join the Discord server, verify identity at #start-here, then familiarise yourself through a squad-call ",Medium,greydient#9600,,,,,,,,,https://twitter.com/songcamp_,https://discord.gg/hHdfSbdaYn,https://songcamp.mirror.xyz/
133,SyndicateDAO,"Syndicate is a tool intending to build infrastructure aiding decentralized, democratized, and community-driven investing activities. Syndicate is developing decentralized investing and social networking protocols, advanced legal tech solutions which aid communities to raise, coordinate and invest capital in a new way. The Syndicate DAO is a DAO focusing on building DAOs using Syndicate.",Venture,SyndicateDAO,syndicate.jpg,,Create an investing syndicate for 1000x less time and money. Syndicate is a decentralized investing protocol and social network that's transforming how the world creates value.,"Syndicate is a tool intending to build infrastructure aiding decentralized, democratized, and community-driven investing activities. Syndicate is developing decentralized investing and social networking protocols, advanced legal tech solutions which aid communities to raise, coordinate and invest capital in a new way. The Syndicate DAO is a DAO focusing on building DAOs using Syndicate.",2021.01,"Go to the Syndicate website, ask for joining the team",High,,,,,,,,,https://syndicate.io/,https://twitter.com/theDAOside,,
134,VIARIO,"The Viario Corporation serves as the payment processor, property and capital management, governs the initial project. The VIARIO DAO is a decentralized 'real estate investment trust'. The DAO purchases capital for properties raised through DAO token sales. The revenue received from rental properties and financing equity to tenants.",Real Estate,VIARIO,viar_io.png,,VIARIO focuses on housing as a service.,"The Viario Corporation serves as the payment processor, property and capital management, governs the initial project. The VIARIO DAO is a decentralized 'real estate investment trust'. The DAO purchases capital for properties raised through DAO token sales. The revenue received from rental properties and financing equity to tenants.",2021.04,No entry yet,,,,,,,,,,https://viar.io/,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
